# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
tRNA-Pseudo	EMSPUG00000002642	EMSPUT00000002642		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
tRNA-Pseudo	EMSPUG00000002682	EMSPUT00000002682		0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002706	EMSPUT00000002706		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002711	EMSPUT00000002711		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002713	EMSPUT00000002713		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002714	EMSPUT00000002714		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002718	EMSPUT00000002718		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002720	EMSPUT00000002720		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002733	EMSPUT00000002733		0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
tRNA-Pseudo	EMSPUG00000002747	EMSPUT00000002747		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002759	EMSPUT00000002759		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002771	EMSPUT00000002771		0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002787	EMSPUT00000002787		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002803	EMSPUT00000002803		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002813	EMSPUT00000002813		0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000002829	EMSPUT00000002829		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
tRNA-Pseudo	EMSPUG00000002837	EMSPUT00000002837		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002848	EMSPUT00000002848		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002849	EMSPUT00000002849		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000002904	EMSPUT00000002904		0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
tRNA-Pseudo	EMSPUG00000002917	EMSPUT00000002917		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000002920	EMSPUT00000002920		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
tRNA-Pseudo	EMSPUG00000002942	EMSPUT00000002942		0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000002948	EMSPUT00000002948		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000002953	EMSPUT00000002953		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002960	EMSPUT00000002960		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002965	EMSPUT00000002965		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002975	EMSPUT00000002975		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002976	EMSPUT00000002976		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002987	EMSPUT00000002987		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000002993	EMSPUT00000002993		0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003007	EMSPUT00000003007		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003015	EMSPUT00000003015		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
tRNA-Pseudo	EMSPUG00000003024	EMSPUT00000003024		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003046	EMSPUT00000003046		0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5
tRNA-Pseudo	EMSPUG00000003050	EMSPUT00000003050		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003078	EMSPUT00000003078		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
tRNA-Pseudo	EMSPUG00000003091	EMSPUT00000003091		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003106	EMSPUT00000003106		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003114	EMSPUT00000003114		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003123	EMSPUT00000003123		0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003141	EMSPUT00000003141		0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000003143	EMSPUT00000003143		0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003145	EMSPUT00000003145		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003162	EMSPUT00000003162		0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003170	EMSPUT00000003170		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000003177	EMSPUT00000003177		0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8
tRNA-Pseudo	EMSPUG00000003192	EMSPUT00000003192		0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0	7
tRNA-Pseudo	EMSPUG00000003198	EMSPUT00000003198		0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
tRNA-Pseudo	EMSPUG00000003210	EMSPUT00000003210		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003213	EMSPUT00000003213		0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003214	EMSPUT00000003214		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003223	EMSPUT00000003223		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003234	EMSPUT00000003234		0	0	0	13	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003235	EMSPUT00000003235		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003241	EMSPUT00000003241		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003244	EMSPUT00000003244		0	0	0	23	0	19	0	0	0	1	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000003261	EMSPUT00000003261		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000003270	EMSPUT00000003270		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003271	EMSPUT00000003271		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003284	EMSPUT00000003284		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003291	EMSPUT00000003291		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003312	EMSPUT00000003312		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003323	EMSPUT00000003323		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003336	EMSPUT00000003336		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003358	EMSPUT00000003358		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003368	EMSPUT00000003368		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000003379	EMSPUT00000003379		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000003382	EMSPUT00000003382		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003405	EMSPUT00000003405		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
tRNA-Pseudo	EMSPUG00000003436	EMSPUT00000003436		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003442	EMSPUT00000003442		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
tRNA-Pseudo	EMSPUG00000003479	EMSPUT00000003479		0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
tRNA-Pseudo	EMSPUG00000003480	EMSPUT00000003480		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003499	EMSPUT00000003499		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003500	EMSPUT00000003500		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003501	EMSPUT00000003501		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003515	EMSPUT00000003515		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003533	EMSPUT00000003533		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
tRNA-Pseudo	EMSPUG00000003547	EMSPUT00000003547		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003548	EMSPUT00000003548		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003558	EMSPUT00000003558		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
tRNA-Pseudo	EMSPUG00000003573	EMSPUT00000003573		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000003591	EMSPUT00000003591		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003612	EMSPUT00000003612		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
tRNA-Pseudo	EMSPUG00000003615	EMSPUT00000003615		0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003624	EMSPUT00000003624		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000003629	EMSPUT00000003629		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
tRNA-Pseudo	EMSPUG00000003639	EMSPUT00000003639		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000003643	EMSPUT00000003643		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000003646	EMSPUT00000003646		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003648	EMSPUT00000003648		0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003687	EMSPUT00000003687		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003690	EMSPUT00000003690		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003696	EMSPUT00000003696		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
tRNA-Pseudo	EMSPUG00000003710	EMSPUT00000003710		0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003713	EMSPUT00000003713		0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
tRNA-Pseudo	EMSPUG00000003717	EMSPUT00000003717		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003719	EMSPUT00000003719		0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000003755	EMSPUT00000003755		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003767	EMSPUT00000003767		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003791	EMSPUT00000003791		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003798	EMSPUT00000003798		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000003817	EMSPUT00000003817		0	0	0	25	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003823	EMSPUT00000003823		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003832	EMSPUT00000003832		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000003837	EMSPUT00000003837		0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003850	EMSPUT00000003850		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000003859	EMSPUT00000003859		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003863	EMSPUT00000003863		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000003883	EMSPUT00000003883		0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003888	EMSPUT00000003888		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003891	EMSPUT00000003891		0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000003929	EMSPUT00000003929		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000003931	EMSPUT00000003931		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003971	EMSPUT00000003971		0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003989	EMSPUT00000003989		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000003996	EMSPUT00000003996		0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004007	EMSPUT00000004007		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000004033	EMSPUT00000004033		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004055	EMSPUT00000004055		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000004065	EMSPUT00000004065		0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004075	EMSPUT00000004075		0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
tRNA-Pseudo	EMSPUG00000004076	EMSPUT00000004076		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004107	EMSPUT00000004107		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
tRNA-Pseudo	EMSPUG00000004108	EMSPUT00000004108		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
tRNA-Pseudo	EMSPUG00000004118	EMSPUT00000004118		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000004128	EMSPUT00000004128		0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004142	EMSPUT00000004142		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004150	EMSPUT00000004150		0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004159	EMSPUT00000004159		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000004200	EMSPUT00000004200		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004225	EMSPUT00000004225		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000004231	EMSPUT00000004231		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000004272	EMSPUT00000004272		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004275	EMSPUT00000004275		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004285	EMSPUT00000004285		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004295	EMSPUT00000004295		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000004298	EMSPUT00000004298		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000004304	EMSPUT00000004304		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004317	EMSPUT00000004317		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004319	EMSPUT00000004319		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004348	EMSPUT00000004348		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
tRNA-Pseudo	EMSPUG00000004349	EMSPUT00000004349		0	0	0	19	0	9	0	0	0	0	0	0	0	0	0	0	0	0	10
tRNA-Pseudo	EMSPUG00000004373	EMSPUT00000004373		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004408	EMSPUT00000004408		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000004425	EMSPUT00000004425		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000004428	EMSPUT00000004428		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000004433	EMSPUT00000004433		0	0	0	11	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004444	EMSPUT00000004444		0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000004449	EMSPUT00000004449		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004470	EMSPUT00000004470		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000004471	EMSPUT00000004471		0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004497	EMSPUT00000004497		0	0	0	11	0	7	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000004499	EMSPUT00000004499		0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
tRNA-Pseudo	EMSPUG00000004507	EMSPUT00000004507		0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
tRNA-Pseudo	EMSPUG00000004508	EMSPUT00000004508		0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004529	EMSPUT00000004529		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000004543	EMSPUT00000004543		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004607	EMSPUT00000004607		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004614	EMSPUT00000004614		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004616	EMSPUT00000004616		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004632	EMSPUT00000004632		0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004654	EMSPUT00000004654		0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31
tRNA-Pseudo	EMSPUG00000004659	EMSPUT00000004659		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000004675	EMSPUT00000004675		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000004687	EMSPUT00000004687		0	0	0	10	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004692	EMSPUT00000004692		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004694	EMSPUT00000004694		0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004708	EMSPUT00000004708		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000004714	EMSPUT00000004714		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004731	EMSPUT00000004731		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004737	EMSPUT00000004737		0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004744	EMSPUT00000004744		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004762	EMSPUT00000004762		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004776	EMSPUT00000004776		0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
tRNA-Pseudo	EMSPUG00000004777	EMSPUT00000004777		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000004786	EMSPUT00000004786		0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004789	EMSPUT00000004789		0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004805	EMSPUT00000004805		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000004817	EMSPUT00000004817		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
tRNA-Pseudo	EMSPUG00000004836	EMSPUT00000004836		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000004837	EMSPUT00000004837		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004838	EMSPUT00000004838		0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004839	EMSPUT00000004839		0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6
tRNA-Pseudo	EMSPUG00000004843	EMSPUT00000004843		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tRNA-Pseudo	EMSPUG00000004874	EMSPUT00000004874		0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004875	EMSPUT00000004875		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000004879	EMSPUT00000004879		0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
tRNA-Pseudo	EMSPUG00000004903	EMSPUT00000004903		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
tRNA-Pseudo	EMSPUG00000004910	EMSPUT00000004910		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tRNA-Pseudo	EMSPUG00000004917	EMSPUT00000004917		0	0	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4
